supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
Logoline,Collection + Category + SubCategory,Lifestyle / Outdoors,LL8387,Daily Grind Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL3148,Plastic Container,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL321,Silver Rectangular Tin,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL326,Clear Pillow Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL340,Silver Round Tin,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL4870,Clear Dispenser with Scoop,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL9777,Press Ready Transfers,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Pill Boxes,LL3875,Compact Pill Organiser,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Resistance Bands,LL8842,Stamina Resistance Bands,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Sneeze Guards,LL8850,Personal Protection Screen,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Dash Cameras,LL9701,View Dash Camera,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9928,Seekfit Fitness Band,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9929,Stride Pedometer Bracelet 2.0,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9932,Endurance Pedometer,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9934,Touchdown Pedometer,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9950,Rampage Sports Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9952,Stellar Sports Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9955,Logo Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9956,Slim Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9957,Vanquish Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1343,Weekly Pill Organiser,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1376,Travel Comfort Set,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,8814,Metal Money Clip,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1707,Recycled AM/PM Pill Case,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1711,Letter Opener,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Technology,7769,Braavos 2,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407,Rectangle To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407H,House Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407T,Telephone Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI101,Sun Visors,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI106A,Rulers,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI107,Door Hanger,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI107A,Double Sided Door Hanger,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR101,Ezi Gripz Mouse Mats (230mm x 190mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR102,Ezi Gripz Mouse Mats (205mm x 145mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B102,PEVA Reusable Food Storage Bag (21.5cm x 12cm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B103,PEVA Reusable Food Storage Bag (215mm x 180mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B104,PEVA Reusable Food Storage Bag (260mm x 200mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Drinkware,S700,Recycled Aluminum 600ml Stadium Party Cup,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Drinkware / Metal,S936,Calm Cup (230mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,H337,Cotton Face Masks,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,H746FD,Custom Neck Gaiter,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,NP165,Soapy,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,NP165soapyrefill,Soapy Refill Sleeves,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,H673,Summit Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,K228,Silicone Earplug Keychain,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,K292,Vivace Bandage Dispenser,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness,T105,Mini Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Dental Care,H323,Dente Floss 25pk,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Dental Care,H399,Dente Floss 20pk,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,NP155,Branded Massage Ball,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,T108,Olympic Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,New,T192FD,SeekTag Factory Direct,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,H121,Miracle Bubbles,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,K270,Penny Piglet,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP141.Large,Colour In 3 in 1 Magnetic Frame Colour Set,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP141.Small,Colour In 2 in 1 Magnetic Frame Colour Set,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T851,LED Light Up Yo-Yos,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,H706,Large Chamois,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,K807,5 Minute Sand Timer,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,T547,The Newton Salad Shaker,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Tradeshow,L133,Shoe Laces,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Tradeshow,L133e,Recycled Shoe Laces,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA005,Womens A-Line Netball Dress,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA006,Womens Full-Skirt Netball Dress,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA007,Pull-Over Elastic Netball Bibs,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA016,Training Top,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Apparel / Sublimated Apparel,OA023,Yoga Long Sleeve Top,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags,S400.Pouch,Oakleigh Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,B102,PEVA Reusable Food Storage Bag (21.5cm x 12cm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,B103,PEVA Reusable Food Storage Bag (215mm x 180mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Bags / Food Storage,B104,PEVA Reusable Food Storage Bag (260mm x 200mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Coming Soon,B118,Stick n Roll Lint Remover,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Drinkware / Metal,S960M,Java Drop (350mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Drinkware / Plastic,S816,Sorento 500ml Water Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Food Storage,D170,The Seasons Rechargeable Pepper/Salt Grinder,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Health & Wellness / Dental Care,RB1028,Clear Travel Case,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Health & Wellness / Personal Care,B106,Bamboo Hairbrush,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Home & Entertainment,T222,Waterproof Phone Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Home & Entertainment / Barware,S799,Kennedy Shaker (600mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Outdoor & Leisure / Toys & Games,NP157,Sand Spike,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,B113,CRETE Traveller Carrying Case,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Outdoor & Leisure / Travel & Personal Accessories,T108,Olympic Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 2,Travel & Personal Accessories,B721,Ripstop Water Resistant Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Apparel / Yoga Range,OA023,Yoga Long Sleeve Top,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Australian Made / Mouse & Counter Mats,AM1,Admats,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Back to University,T414,Clarity BT Noise Cancellation Earphone,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Drinkware / Hydrosoul,S936,Calm Cup (230mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Health & Wellness / Exercise & Fitness,H357,Caviar Bead Cooling Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
PromoBrands,Category 3,Health & Wellness / Personal Care,B117,Osha Laundry Bag,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Health & Wellness / Personal Care,RB1028,Clear Travel Case,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Legendary Range / Notepads & Calenders,M407H,House Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Legendary Range / Notepads & Calenders,M407T,Telephone Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Outdoor & Leisure,T222,Waterproof Phone Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Outdoor & Leisure / Survival,T676,Easy Grip Retractable Utility Knife,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 3,Outdoor & Leisure / Travel & Personal Accessories,T105,Mini Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 4,Health & Wellness,B118,Stick n Roll Lint Remover,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 4,New,T222,Waterproof Phone Pouch,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 4,Outdoor & Leisure,K259,Cork Floating Keychain,needs_review,,,,,no high-confidence keyword match,,,
