supplier,sku,product_name,raw_category_path,target_category,target_subcategory,mapping_status,confidence,review_reason,matched_rule_ids,chosen_rule_id,suggested_tags,suggested_material,source_duplicate_rows,product_materials,product_description,manual_override_note
NIConcept,TM12605,Egmont Packable Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"Outer shell: 100% Polyester 240T with water resistant (600mm) coating and water repellent finish, 80 g/m² (2.4 oz/yd²).","A fully packable jacket lets you bring the Egmont packable jacket everywhere you go. Easy to stow and ready to keep you dry when needed. This lightweight jacket packs away into the lower left pocket. It features Shieldtech properties, water resistant coating and wind resistant. As well as, contrast reverse coil centre front zipper with easy grip puller pull, lower concealed reverse coil zipper poc",
NIConcept,TM12608,Men's TOBA Packable Jacket,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,100% Polyester 240T woven with water resistant coating (600mm) and water repellent finish,"The Toba Packable Jacket stows away into its lower left pocket for ultimate lightweight weather protection on the go. In addition to a water-repellent finish, it has a roll-away hood to keep the elements at bay. Articulated elbows and ergonomic sleeves provide maximum mobility. The Toba Packable Jacket is made from the same water-resistant material as the Egmont and Flint.",
NIConcept,TM12713,Cascade Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% PU-coated Polyester twill woven waterproof (1000mm), 125 g/m2 (3.7 oz/yd2). LINING: 100% Polyester taffeta pocket bags.","The Cascade jacket with its full seam sealing to keep water from getting inside will be sure to keep you dry in wet conditions. This classic rain jacket features a waterproof zipper, adjustable cuff tabs with hook and loop closure, heat transfer reflective details and a cinch hood.",
NIConcept,TM12723,Ansel Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"Outer shell: 100% Polyester dobby 310T with waterproof (600mm), breathable (500 g/m2) coating and water repellent finish, 100 g/m² (3 oz/yd²).  LINING: 100% Polyester taffeta body, sleeves, hood and pocket bags. 100% Polyester mesh inner side body panels and interior pocket.","The Ansel jacket is a sleek, critically seam sealed jacket with a waterproof, breathable coating and water repellent finish. Mother Nature doesn't stand a chance with the latest jacket in water protection. This modernised rain jacket is designed with a detachable snap off hood featuring an eye-catching graphic drawcord, interior storm flap with rain gutter, zipper with contrast tape and white teet",
NIConcept,TM12725,Rincon Eco Packable Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% Polyester 240T woven with water resistant coating (600mm) and water repellent finish, 80g/m²","Good for your style, even better for the planet. The Rincon is made with recycled polyester and even has recycled zipper tape. It's also wind and water resistant with a roll-away hood to keep you drier longer and it's got a mesh lining and breathable back vents to keep you cool and comfy. Colour pop details for extra style points. It even packs away into a built-in stuff sack for easy stowing.",
NIConcept,TM12907,Peyto Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Polyester mechanical stretch woven bonded to 100% Polyester textured knit with waterproof (8000mm), breathable (3000g/m²) membrane and water repellent finish, 280 g/m² (8.2 oz/yd²). CONTRAST: 98% Polyester 2% Elastane rib knit collar.","The lightweight men's Peyto softshell is ready for anything with a breathable, waterproof membrane and water-repellent finish. It has a roll-away hood and features articulated elbows and ergonomic sleeves for maximum mobility. Reflective piping adds a dash of style and visibility.",
NIConcept,TM12936,Index Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% Polyester woven bonded to 100% Polyester heather jersey knit with waterproof (8000mm), breathable (1000g/m2) membrane and water repellent finish, 236 g/m2 (7 oz/yd2).","The waterproof Index softshell jacket is designed with a variety of features to keep you comfortable in wet conditions. The three layer construction includes a waterproof breathable membrane with a water repellent finish and its fully seam sealed. The Index jacket also includes waterproof zippers, an elastic cord lock at the hem, cinch hood, interior media-phone and cord port. Articulated elbows a",
NIConcept,TM12937,Karmine Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% Polyester mechanical stretch woven bonded to 100% Polyester interlock knit with waterproof (5000mm), breathable (400g/m2) membrane and water repellent finish, 210 g/m2 (6.2 oz/yd2). LINING: 100% Polyester brushed tricot knit pocket bags.","The lightweight Karmine softshell jacket combines a classic clean look with lightweight comfort for the transitions between seasons – plus a unique branding opportunity inside the back yoke. The three layer construction includes a waterproof breathable membrane, with water repellent finish, snap closure pockets and brushed interior zipper flap. Articulated elbows and ergonomic sleeves offer extra ",
NIConcept,TM12938,Gearhart Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Polyester mechanical stretch ripstop woven bonded to 100% Polyester tricot knit with waterproof (8000mm), breathable (1000g/m²) membrane and water repellent finish, 135 g/m² (4 oz/yd²). LINING: 100% Polyester brushed tricot knit.","The Gearhart softshell jacket will be your new best friend on rainy days. The innovative Gearhart men's jacket is ultra-lightweight, waterproof and breathable, with critical seam-sealing, a snap-off hood and three-layer construction to keep you comfortable and dry. The brushed tricot lining makes it soft on your skin and breathable underarm vents keep you from overheating.",
NIConcept,TM12939,Oracle Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Polyester mechanical stretch woven bonded to 100% Polyester graphic pattern knit with waterproof (8000mm), breathable (500g/m²) membrane and water repellent finish, 215 g/m² (6.3 oz/yd²). LINING: 100% Polyester brushed tricot knit.","Anytime. Anywhere. That's the beauty of the Oracle. The waterproof and breathable fabric is critically seam-sealed and it has a snap-off hood to give you the protection you need in just about any weather. The lightweight, three-layer construction gives you all of the performance without the extra weight and breathable back vents keep you from overheating. Graphic camo pattern interior for extra st",
NIConcept,TM18117,Okapi Knit Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,100% Polyester jersey knit with brushed back. 195 g/m2 (5.6 oz/yd2).,"This 100% polyester jersey knit jacket for men features mesh pocket bags to store small accessories. The Okapi knit full zip has a versatile look and comes in an assortment of colour options, making it a great choice for university and team jackets or everyday wear.",
NIConcept,TM18139,Asgard Eco Knit Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"62% Polyester 38% Recycled polyester textured doubleknit with wicking finish, 172 g/m² (5.1 oz/yd²).","Looking for a jacket that’s as stylish as it is eco-friendly? Look no further than the Asgard Eco Knit Jacket. The pattern on the outside gives it a textured style that looks as good as it feels. Made from recycled polyester, the Asgard is breathable and moisture-wicking to keep you comfy all day. (It’s even anti-pill, so it’ll still look new after you wear it all over.) On top of its on-trend sty",
NIConcept,TM18154,Men's Senger Knit Full Zip Performance Jacket w/ Thumb Holes,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,100% Polyester interlock knit with matte finish bonded to 100% Polyester brushed grid pattern knit,"Made with 100% polyester fabric, the men's Senger Knit Jacket combines comfort with technical performance to bring you maximum versatility. This sophisticated jacket features two colour-contrasted zipper details, sleeve cuffs with thumb exits, and an interior media pocket to keep your tech devices handy. A subtle graphic detail on the shoulder creates a distinctive look that's sure to grab attenti",
NIConcept,TM18212,Kaiser Knit Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,91% Polyester 9% Elastane textured jersey knit with wicking finish. 230 g/m² (6.8 oz/yd²) LINING: 100% Polyester mesh Jersey knit pocket bags.,"The men's Kaiser knit jacket is versatile enough for any situation. This textured jersey knit has just enough stretch for a comfortable fit on the weekends, but the streamlined modern fit fits right in at the office. Protective hood and breathable design for all-day comfort.",
NIConcept,TM18610,Tremblant Knit Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,100% Polyester sweater knit with brushed back. 305 g/m2 (9 oz/yd2) LINING: 100% Polyester brushed tricot knit inner zipper flap and pocket bags.,"With its eye-catching heather knit design, the Tremblant knit jacket has the cozy look of a well-worn sweater – but its got some great functional design features, too, like thumb exits in the sleeves, two lower pockets, one upper chest pocket and an exit port for an earbud cord.",
NIConcept,TM19531,Bryce Insulated Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"Outer Shell: 100% Polyester mechanical stretch woven bonded to 100% Polyester interlock with waterproof, breathable membrane and water repellent finish. 255 g/m2 (7.5 oz/yd2). Lining: 100% Polyester taffeta body. 100% Polyester brushed tricot knit pocket bags. 100% Polyester mesh interior pocket. Insulation: 100% Polyester soft fill body. 100 g/m2 (3 oz/yd2). 100% Polyester soft fill sleeves and collar. 80 g/m2 (2.4 oz/yd2). 100% Polyester soft fill hood. 60 g/m2 (1.8 oz/yd2).","Technical capability goes to the next level with the Bryce insulated softshell jacket. The polyester mechanical stretch weave is bonded to interlock material with a waterproof and breathable membrane with a water repellant finish. Easy grip zipper pulls, interior pockets including a mesh stow-able pocket, and adjustable cuff tabs with velcro closures, make this a go-to go-anywhere outer garment.",
NIConcept,TM19534,Maxson Softshell Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERSHELL: 100% Polyester mechanical stretch woven bonded to 100% Polyester anti-pill microfleece with waterproof (8000mm), breathable membrane (400 g/m2) and water repellent finish, 270 g/m² (8 oz/yd²). LINING: 100% Polyester brushed tricot knit upper storm flap and pocket bags.","The Maxson is designed for movement while providing protection from the elements. Features waterproof, breathable three-layer construction, as well as ergonomic sleeves for a superior fit, and the women's style includes shaped seams, a tapered waist and a dropped back hem for an even more natural fit. The Maxson also features a polyester brushed tricot upper storm flap, easy grip zipper pull and a",
NIConcept,TM19547,Rougemont Hybrid Insulated Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Nylon dull cire 380T woven, water repellent (600mm) and downproof, 38 g/m² (1.1 oz/yd²). CONTRAST: 100% Polyester knit with DWR finish. INSULATION: 100% Polyester faux down fill, 250 g (8.8 oz) Men's sz L, 217 g (7.7 oz) Women's sz M.","The men's Rougemont hybrid insulated jacket offers superior lightweight warmth for an active lifestyle. A water repellent finish keeps you dry while system snap tabs that make it easy to add it to another jacket as a warm inside layer. For comfort, this jacket features a dropped back hem, contoured cuffs with thumb exits, and articulated elbows. An interior media pocket and cord guide keep devices",
NIConcept,TM19597,Men's Telluride Lightweight Packable Insulated Puffer Jacket,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Nylon semi-dull 410T ripstop woven with water resistant coating and downproof finish. INSULATION: 100% Polyester soft fill body, sleeves and collar..","The Telluride Packable Insulated Jacket keeps you warm and looks out for your health. On top of its stylish retail design, this jacket contains a removable No Contact Keychain in the right pocket, which lets you turn door handles, press elevator buttons and use ATM keypads without touching them. Its ultra-lightweight insulation and water-repellent finish keep you warm and dry without weighing you ",
NIConcept,TM19598,Men's Telluride Lightweight Packable Insulated Puffer Vest,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120 | APP-130,APP-120,,,1,OUTER SHELL: 100% Nylon semi-dull 410T ripstop woven with water resistant coating (600mm) and downproof finish. INSULATION: 100% Polyester soft fill body and collar.,"The men’s Telluride Packable Insulated Vest keeps you warm and comfy all day. On top of its stylish retail design, this vest contains a removable No Contact Keychain in the right pocket, which lets you turn door handles, press elevator buttons and use ATM keypads without touching them. Ultra-lightweight insulation and water-repellent finish keep you warm and dry without weighing you down. It even ",
NIConcept,TM19602,Banff Hybrid Insulated Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERSHELL: 100% Nylon dull cire 380T woven, water repellent and downproof. 38 g/m2 (1.1 oz/yd2) CONTRAST: 94% Polyester 6% Elastane anti-pill interlock brushed back with durable water repellent finish. 245 g/m2 (7.2 oz/yd2)","With its distinctive quilted body, brushed back knit sleeves and body panels, the Banff hybrid insulated jacket is an unique combination of style and comfort. Offering insulated warmth and a water repellent finish for work or play! It's also got brushed polyester inner zip flap, chin guard and pocket lining for the added touch of cozy. Available in bold colour-block or monochrome, the Banff has a ",
NIConcept,TM19652,Silverton Packable Ins Jkt - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERSHELL: 100% Nylon dull cire 380T woven, water repellent 600mm and downproof, 38 g,m2 (1.1 oz/yd2). LINING: 100% Polyester 240T ECHOHEAT body and hood. 100% Polyester taffeta 210T cire finish. INSULATION: 100% Polyester faux down fill.","The modern fit Silverton packable insulated jacket combines a trendy retail look with lots of interesting features, starting with an LED zipper pull. It's also got an ECHOHEAT lining and water repellent finish for comfort in cold, damp weather. And when you're in the car or on a plane, you can pack it up and stow it away in a stuff sack built into the left pocket.",
NIConcept,TM19654,Kyes Eco Packable Insulated Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 52% Recycled nylon 48% Nylon dull ripstop woven with water resistant coating (600mm) & water repellent finish, 45 g/m² (1.3 oz/yd²). INSULATION: 100% Recycled polyester soft fill body & sleeves, 60 g/m² (1.8 oz/yd²)","The men’s Kyes eco packable insulated jacket is made with 52% recycled nylon, so it’s as eco-friendly as it is stylish. It’s wind- and water-resistant with elasticised cuffs to help keep cold air out. On top of providing lightweight warmth and weather protection, it can be packed away into the included stuff sack, which doubles as a travel pillow.",
NIConcept,TM19898,Whistler Light Down Vest - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120 | APP-130,APP-120,,,1,"Outer Shell: 100% Polyester dull cire 380T, water repellent and downproof. 38 g/m2 (1.1 oz/yd2). Lining: 100% Polyester dull cire 380T lining and pocket bags. Insulation: 80% Down / 20% Feathers fill total of body, sleeves and collar.","As stylish as the Whistler jacket, the light down Whistler vest features Thermaltech protection and is system ready. This new vest is light with 80% down and 20% feather fill, easy grip zippers, outer pockets and available in five modern colours. The Whistler vest is versatile and great during the seasonal transition to cooler weather. Sport this vest during corporate events or team huddles outdoo",
NIConcept,TM19899,Whistler Light Down Jacket - Mens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"Outer Shell: 100% Polyester dull cire 380T, water repellent and downproof. 38 g/m2 (1.1 oz/yd2). Lining: 100% Polyester dull cire 380T lining and pocket bags. Insulation: 80% Down / 20% Feathers fill total of body, sleeves and collar.","High-tech minimalism can go a long way outdoors, especially when it looks this good. The Whistler light down jacket features 100% nylon body construction, nylon/spandex knit binding and 80% down/20% feather fill. With its lightweight, compact-ability and multi-pocket design, this jacket offers active people a versatile and stylish apparel solution.",
NIConcept,TM92605,Egmont Packable Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"Outer Shell: 100% Polyester 240T with water resistant (600mm) coating and water repellent finish, 80 g/m² (2.4 oz/yd²).","A fully packable jacket lets you bring the Egmont packable jacket everywhere you go. Easy to stow and ready to keep you dry when needed.This lightweight jacket packs away into the lower left pocket. It features Shieldtech properties, water resistant coating and wind resistant. As well as, contrast reverse coil centre front zipper with easy grip puller pull, lower concealed reverse coil zipper pock",
NIConcept,TM92608,Women's TOBA Packable Jacket,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,100% Polyester 240T woven with water resistant coating (600mm) and water repellent finish,"The Toba Packable Jacket stows away into its lower left pocket for ultimate lightweight weather protection on the go. In addition to a water-repellent finish, it has a roll-away hood to keep the elements at bay. Articulated elbows and ergonomic sleeves provide maximum mobility. The women's version of the Toba Packable Jacket has shaped seams and a tapered waist for a flattering fit.",
NIConcept,TM92713,Cascade Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% PU-coated Polyester twill woven waterproof (1000mm), 125 g/m2 (3.7 oz/yd2). LINING: 100% Polyester taffeta pocket bags.","The Cascade jacket with its full seam sealing to keep water from getting inside will be sure to keep you dry in wet conditions. This classic rain jacket features a waterproof zipper, adjustable cuff tabs with hook and loop closure, heat transfer reflective details and a cinch hood.",
NIConcept,TM92723,Ansel Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"Outer shell: 100% Polyester dobby 310T with waterproof (600mm), breathable (500 g/m2) coating and water repellent finish, 100 g/m² (3 oz/yd²).  Lining: 100% Polyester taffeta body, sleeves, hood and pocket bags. 100% Polyester mesh inner side body panels and interior pocket.","The Ansel jacket is a sleek, critically seam sealed jacket with a waterproof, breathable coating and water repellent finish. Mother Nature doesn't stand a chance with the latest jacket in water protection. This modernised rain jacket is designed with a detachable snap off hood featuring an eye-catching graphic drawcord, interior storm flap with rain gutter, zipper with contrast tape and white teet",
NIConcept,TM92725,Rincon Eco Packable Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% Polyester 240T woven with water resistant coating (600mm) and water repellent finish, 80g/m² (2.4 oz/yd²).","Good for your style, even better for the planet. The Rincon is made with recycled polyester and even has recycled zipper tape. It's also wind and water resistant with a roll-away hood to keep you drier longer and it's got a mesh lining and breathable back vents to keep you cool and comfy. Colour pop details for extra style points. It even packs away into a built-in stuff sack for easy stowing.",
NIConcept,TM92907,Peyto Softshell Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Polyester mechanical stretch woven bonded to 100% Polyester textured knit with waterproof (8000mm), breathable (3000g/m²) membrane and water repellent finish, 280 g/m² (8.2 oz/yd²). CONTRAST: 98% Polyester 2% Elastane rib knit collar.","The lightweight women's Peyto softshell is ready for anything with a breathable, waterproof membrane and water-repellent finish. It has a roll-away hood and features articulated elbows and ergonomic sleeves for maximum mobility. Reflective piping adds a dash of style and visibility. The women's version has shaped seams and a tapered waist for a flattering fit.",
NIConcept,TM92936,Index Softshell Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% Polyester woven bonded to 100% Polyester heather jersey knit with waterproof (8000mm), breathable (1000g/m2) membrane and water repellent finish, 236 g/m2 (7 oz/yd2).","The waterproof Index softshell jacket is designed with a variety of features to keep you comfortable in wet conditions. The three layer construction includes a waterproof breathable membrane with a water repellent finish and its fully seam sealed. The Index jacket also includes waterproof zippers, an elastic cord lock at the hem, cinch hood, interior media-phone and cord port. Articulated elbows a",
NIConcept,TM92937,Karmine Softshell Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTERWEAR: 100% Polyester mechanical stretch woven bonded to 100% Polyester interlock knit with waterproof (5000mm), breathable (400g/m2) membrane and water repellent finish, 210 g/m2 (6.2 oz/yd2). LINING: 100% Polyester brushed tricot knit pocket bags.","The lightweight Karmine softshell jacket combines a classic clean look with lightweight comfort for the transitions between seasons – plus a unique branding opportunity inside the back yoke. The three layer construction includes a waterproof breathable membrane, with water repellent finish, snap closure pockets and brushed interior zipper flap. Articulated elbows and ergonomic sleeves offer extra ",
NIConcept,TM92938,Gearhart Softshell Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Polyester mechanical stretch ripstop woven bonded to 100% Polyester tricot knit with waterproof (8000mm), breathable (1000g/m²) membrane and water repellent finish, 135 g/m² (4 oz/yd²). LINING: 100% Polyester brushed tricot knit.","Waterproof yet comfortably breathable, the Gearhart softshell jacket is sure to become your new best friend on rainy days. This innovative women's softshell jacket has an ultra-lightweight design that features critical seam sealing, a snap-off hood, and three-layer construction to keep you cozy and dry. Its brushed tricot lining feels soft on your skin, while ventilated underarm vents help you avo",
NIConcept,TM92939,Oracle Softshell Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,"OUTER SHELL: 100% Polyester mechanical stretch woven bonded to 100% Polyester graphic pattern knit with waterproof (8000mm), breathable (500g/m²) membrane and water repellent finish, 215 g/m² (6.3 oz/yd²). LINING: 100% Polyester brushed tricot knit.","Anytime. Anywhere. That's the beauty of the Oracle. The waterproof and breathable fabric is critically seam-sealed and it has a snap-off hood to give you the protection you need in just about any weather. The lightweight, three-layer construction gives you all of the performance without the extra weight and breathable back vents keep you from overheating. Graphic camo pattern interior for extra st",
NIConcept,TM98117,Okapi Knit Jacket - Womens,Apparel,Apparel,Jackets,auto_mapped_by_keyword,0.91,,APP-120,APP-120,,,1,100% Polyester jersey knit with brushed back. 195 g/m2 (5.6 oz/yd2). Lining: 100% Polyester mesh pocket bags.,This 100% polyester jersey knit jacket has a brushed back detail and is equipped with mesh pocket bags. The Okapi’s versatility makes it a great choice for university and team jackets or everyday wear.,
