supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note
Logoline,Collection + Category + SubCategory,Drinkware / Drinkware Accessories,LL2659,Nitro Keytag,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Drinkware / Gift Sets,LL2230,Elite Gift Set with Hip Flask,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Drinkware / Gift Sets,LL8292,Eco Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Drinkware / Gift Sets,LL8293,Exec Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Drinkware / Gift Sets,LL8300,Picnic Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Drinkware / Gift Sets,LL8451,Pura Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Bat & Balls,LL8349,The Courtside Carry,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL6000,Summer Beach Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL6004,Gold Coast Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL6011,Bondi Beach Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL6012,Coogee Beach Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL8288,Adventure Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL8291,Flinders Reusable Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL8295,Active Living Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL8296,Bondi Beach Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL8298,Tradie Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Gift Sets,LL8347,Lunch & Latte Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Lifestyle / Outdoors,LL8387,Daily Grind Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL6002,Back To School Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL6014,Encore Office Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL6020,Bravo Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL6027,Wellbeing Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8241,Harmony Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8247,Anthem Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8271,Sephora Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8289,Kakadu Eco Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8299,Office Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8433,Sephora Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8441,Harmony Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets,LL8453,Anthem Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Office / Gift Sets / Sets,LL6033,The Little Learners Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL3148,Plastic Container,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL321,Silver Rectangular Tin,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL326,Clear Pillow Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL340,Silver Round Tin,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL4870,Clear Dispenser with Scoop,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packaging / Misc Packaging,LL9777,Press Ready Transfers,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8231,The Classic Pairing,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8233,The Warm Welcome,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8313,The Happy Hour,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8315,The Host Edit,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8319,The Nibble Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8321,Bubbles & Beachdays,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8323,The Daily Setup,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8325,The Brew & Bite,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8327,The Chandon Escape,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8329,The Sunchaser Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8331,Glow & Graze,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8335,The Winter Warmer Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8339,The Brew Ritual,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8341,The Refined Graze,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8351,The Pause Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8353,The Classic Whisky Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8359,The Ultimate Welcome - Tea Edition,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8361,The Sunset Pour,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8363,The Generous Host,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8379,The Little Luxuries,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8381,The Mindful Moment,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8385,The Cosy Indulgence,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8391,The Perfect Pairing,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8397,The Warm Escape,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8407,The Big Indulge,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8409,The Treat Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8425,The Good Things,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Celebrate & Gift,LL8427,The Wine & Unwind,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Corporate Gifting,LL8506,Onboarding Bundle,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Event Essentials,LL6010,Conference Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Event Essentials,LL8297,Tradeshow Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Masks,LL8956,4 Pack - Children's Face Masks,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Outdoor & Adventure,LL4564,Lux Sunglasses Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Outdoor & Adventure,LL8511,On-the-Go Emergency Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Wellness & Care Packs,LL6013,Wellness Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting / Workplace Essentials,LL6016,Intro Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Personal / Anti Bacterial,LL6053,Essentials Hygiene Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Personal / Pill Boxes,LL3875,Compact Pill Organiser,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Resistance Bands,LL8842,Stamina Resistance Bands,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Personal / Sewing Kits,LL857,Stitch-In-Time Sewing Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Personal / Sneeze Guards,LL8850,Personal Protection Screen,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Dash Cameras,LL9701,View Dash Camera,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9928,Seekfit Fitness Band,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9929,Stride Pedometer Bracelet 2.0,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9932,Endurance Pedometer,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9934,Touchdown Pedometer,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9950,Rampage Sports Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9952,Stellar Sports Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9955,Logo Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9956,Slim Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Fitness Bands / Smart Watches,LN9957,Vanquish Smart Watch,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8211,Symphony Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8212,Destiny Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8214,Alliance Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8215,Bellman Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8218,Ohana Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8220,Kyoto Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8221,Cove Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8248,Quay Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8261,Carnival Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8265,Gateway Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8266,Embark Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8269,Incentive Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8270,Osaka Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8272,Sass Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8278,Anthem Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8279,Liberty Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8280,Voyager Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8369,Tech Pack Executive,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8373,Tech Pack Travel,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8377,Tech Pack Power,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8443,Carnival Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8454,Quay Cardboard Gift Set,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Giftsets,8988,Plain Cufflinks,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Giftsets,9096,Pineapple Leather Travel Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1016,Stationary Essentials Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1019,Get Organised Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,GS1020,Travel Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Giftsets,SC1001,Scriptura Gift Set,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1001,The Custom Gourmet Entertainer Set,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1002,The Prestige Custom Gourmet Nibbles Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1003,The Branded Gourmet Picnic Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1004,The Gourmet Retreat Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1005,Custom Sweet Treats & Essentials Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1006,The Sweet Indulgence and Hydration Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1007,Customised Onboarding Gift Pack,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1011,Branded Tech Kit Gift Pack,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Hampers,HAM1012,The Custom Travel Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1343,Weekly Pill Organiser,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,1376,Travel Comfort Set,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,8814,Metal Money Clip,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1707,Recycled AM/PM Pill Case,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Health & Personal,SM-1711,Letter Opener,needs_review,,,,,no high-confidence keyword match,,,
NIConcept,categorisation + category_/_sub category,Technology,7769,Braavos 2,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407,Rectangle To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407H,House Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made,M407T,Telephone Shaped To Do Lists,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI101,Sun Visors,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI106A,Rulers,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI107,Door Hanger,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Ideas,HCI107A,Double Sided Door Hanger,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR101,Ezi Gripz Mouse Mats (230mm x 190mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Australian Made / Mouse & Counter Mats,MMR102,Ezi Gripz Mouse Mats (205mm x 145mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B102,PEVA Reusable Food Storage Bag (21.5cm x 12cm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B103,PEVA Reusable Food Storage Bag (215mm x 180mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Bags / Grocery,B104,PEVA Reusable Food Storage Bag (260mm x 200mm),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Drinkware,S700,Recycled Aluminum 600ml Stadium Party Cup,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Drinkware / Metal,S936,Calm Cup (230mL),needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,H337,Cotton Face Masks,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,H746FD,Custom Neck Gaiter,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,NP165,Soapy,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products,NP165soapyrefill,Soapy Refill Sleeves,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,H673,Summit Kit,needs_review,,,,,gift set/hamper/pack needs manual bundle strategy,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,K228,Silicone Earplug Keychain,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Essential & PPE Products / Safety,K292,Vivace Bandage Dispenser,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness,T105,Mini Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Dental Care,H323,Dente Floss 25pk,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Dental Care,H399,Dente Floss 20pk,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,NP155,Branded Massage Ball,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Health & Wellness / Exercise & Fitness,T108,Olympic Massage Gun,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,New,T192FD,SeekTag Factory Direct,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,H121,Miracle Bubbles,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,K270,Penny Piglet,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP141.Large,Colour In 3 in 1 Magnetic Frame Colour Set,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,NP141.Small,Colour In 2 in 1 Magnetic Frame Colour Set,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Toys & Games,T851,LED Light Up Yo-Yos,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,H706,Large Chamois,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,K807,5 Minute Sand Timer,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Outdoor & Leisure / Travel & Personal Accessories,T547,The Newton Salad Shaker,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Tradeshow,L133,Shoe Laces,needs_review,,,,,no high-confidence keyword match,,,
PromoBrands,Category 1,Tradeshow,L133e,Recycled Shoe Laces,needs_review,,,,,no high-confidence keyword match,,,
